,Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug Regimen,Sex,Age_months,Weight (g)
1008,g316,20,45.93332219,1,Capomulin,Female,22,22
1009,a203,20,55.17333648,1,Infubinol,Female,20,23
1010,o287,20,50.85614078,2,Ceftamin,Male,2,28
1011,j246,20,44.02037009,0,Capomulin,Female,21,21
1012,j235,20,52.94290169,1,Placebo,Male,6,30
1013,m550,20,53.75794476,3,Ketapril,Male,18,28
1014,a818,20,54.8346245,0,Naftisol,Female,12,28
1015,i901,20,55.97440502,0,Stelasyn,Male,23,29
1016,v923,20,39.64829568,0,Capomulin,Female,19,21
1017,c758,20,43.1263114,1,Ramicane,Male,9,17
1018,v295,20,55.73137535,3,Naftisol,Female,2,27
1019,k862,20,57.05784818,1,Stelasyn,Female,13,25
1020,z578,20,36.89001635,0,Ramicane,Male,11,16
1021,o331,20,58.96572043,1,Ketapril,Male,24,30
1022,g791,20,41.211897,0,Ramicane,Male,11,16
1023,w697,20,54.22809098,3,Stelasyn,Female,14,30
1024,c819,20,49.76241475,1,Ketapril,Male,21,25
1025,k403,20,32.99772858,1,Ramicane,Male,21,16
1026,m133,20,52.63688249,1,Naftisol,Female,2,26
1027,j984,20,54.37251567,1,Stelasyn,Female,2,30
1028,c832,20,56.71023353,1,Ketapril,Male,18,29
1029,q597,20,41.9255866,0,Ramicane,Male,20,25
1030,t565,20,39.0702138,0,Capomulin,Female,20,17
1031,c402,20,54.88332044,2,Stelasyn,Female,1,27
1032,h333,20,51.99780618,2,Stelasyn,Male,21,27
1033,k510,20,52.10557382,1,Stelasyn,Female,8,27
1034,o973,20,51.9569931,1,Ketapril,Female,11,29
1035,l700,20,50.73476811,1,Naftisol,Female,18,27
1036,p981,20,50.35806947,0,Stelasyn,Male,20,29
1037,m650,20,56.7779388,2,Ketapril,Male,15,27
1038,j989,20,41.63534426,1,Ramicane,Male,8,19
1039,b879,20,53.98343568,1,Stelasyn,Female,4,26
1040,g107,20,62.70603145,0,Ketapril,Female,2,29
1041,a644,20,45.86506461,0,Ramicane,Female,7,17
1042,y793,20,40.71642815,2,Capomulin,Male,17,17
1043,i557,20,43.96789516,0,Capomulin,Female,1,24
1044,e291,20,52.53376479,1,Naftisol,Female,14,29
1045,c580,20,55.57532195,2,Ketapril,Male,22,25
1046,k382,20,57.82435071,2,Ketapril,Male,22,29
1047,w422,20,53.67624336,1,Ketapril,Female,18,26
1048,s508,20,35.92865083,0,Ramicane,Male,1,17
1049,e584,20,50.34492095,2,Naftisol,Male,9,27
1050,x264,20,53.07426973,1,Naftisol,Female,21,27
1051,e213,20,52.61376289,2,Naftisol,Male,8,27
1052,r921,20,44.13631588,0,Ramicane,Female,5,25
1053,j755,20,55.49660753,1,Naftisol,Male,23,27
1054,e662,20,44.0012958,0,Ramicane,Male,8,24
1055,r701,20,54.11413742,0,Naftisol,Male,21,25
1056,y260,20,50.72958174,3,Ketapril,Female,7,25
1057,i177,20,35.34536136,0,Ramicane,Male,10,18
1058,r811,20,40.7728027,0,Ramicane,Male,9,19
1059,s565,20,57.04618912,1,Stelasyn,Female,3,29
1060,m546,20,36.71229535,0,Ramicane,Male,18,16
1061,a366,20,57.28598742,0,Stelasyn,Female,16,29
1062,t724,20,57.22940914,0,Naftisol,Female,2,25
1063,p387,20,56.5876168,0,Stelasyn,Male,3,30
1064,v289,20,54.25005397,0,Ketapril,Female,3,26
1065,h246,20,57.93591218,1,Ketapril,Male,13,30
1066,l725,20,59.6151548,2,Naftisol,Female,8,26
1067,z969,20,57.89877823,2,Naftisol,Male,9,30
1068,w540,20,50.67272745,2,Stelasyn,Female,8,26
1069,i334,20,39.6878317,0,Ramicane,Female,8,20
1070,v835,20,51.29654266,2,Naftisol,Male,7,29
1071,a444,20,41.71461874,0,Ramicane,Female,10,25
1072,t451,20,51.06367793,0,Stelasyn,Male,8,29
1073,a492,20,53.67719253,0,Stelasyn,Male,20,25
1074,g288,20,42.95712001,1,Capomulin,Male,3,19
1075,x402,20,50.41475041,2,Stelasyn,Male,21,28
1076,n923,20,52.59920611,1,Ketapril,Male,19,30
1077,i738,20,38.53113634,0,Capomulin,Female,23,20
1078,n364,20,37.4788685,0,Ramicane,Male,4,17
1079,f234,20,51.11271293,2,Stelasyn,Male,14,28
1080,m601,20,34.2557317,1,Capomulin,Male,22,17
1081,f993,20,52.07951009,1,Naftisol,Male,21,28
1082,c458,20,39.50513508,2,Ramicane,Female,23,20
1083,u196,20,46.10536303,1,Ramicane,Male,18,25
1084,a411,20,38.08737318,1,Ramicane,Male,3,22
1085,x930,20,52.55606575,0,Naftisol,Male,13,26
1086,u327,20,53.18987907,0,Ketapril,Male,17,25
1087,q610,20,46.58543347,0,Ramicane,Female,18,21
1088,b559,20,55.65445572,1,Naftisol,Male,20,26
1089,j913,20,42.16834132,0,Ramicane,Female,4,17
1090,v603,20,53.72124193,0,Ketapril,Female,22,30
1091,g497,20,55.09699356,1,Ketapril,Male,19,28
1092,z795,20,53.28065717,1,Naftisol,Female,13,29
1093,a520,20,35.94774514,0,Ramicane,Male,13,21
1094,d474,20,51.73149416,0,Ketapril,Male,18,27
1095,d251,20,37.65209085,1,Ramicane,Female,8,19
1096,s710,20,42.62996266,1,Capomulin,Female,1,23
1097,r604,20,51.90275292,1,Naftisol,Male,7,30
1098,x401,20,36.06583471,0,Capomulin,Female,16,15
1099,m269,20,61.14586638,0,Stelasyn,Female,22,28
1100,a963,20,51.46373448,0,Stelasyn,Female,23,27
1101,p189,20,56.53020447,3,Ketapril,Male,8,28
1102,n304,20,49.25330863,1,Naftisol,Male,9,26
1103,u149,25,52.92534846,0,Ceftamin,Male,24,29
1104,x264,25,56.89105283,2,Naftisol,Female,21,27
1105,l725,25,65.00882889,2,Naftisol,Female,8,26
1106,i177,25,34.0821803,1,Ramicane,Male,10,18
1107,l471,25,52.84755893,1,Ceftamin,Female,7,28
1108,r944,25,41.08699106,1,Capomulin,Male,12,25
1109,v295,25,57.69185918,3,Naftisol,Female,2,27
1110,x930,25,53.7261013,0,Naftisol,Male,13,26
1111,c927,25,56.54551947,2,Propriva,Female,4,26
1112,a520,25,36.55858129,1,Ramicane,Male,13,21
1113,y865,25,57.17353846,2,Ceftamin,Male,23,26
1114,b559,25,57.04366929,1,Naftisol,Male,20,26
1115,m546,25,37.44444543,0,Ramicane,Male,18,16
1116,v991,25,60.01674733,2,Propriva,Female,10,30
1117,l700,25,54.23450181,1,Naftisol,Female,18,27
1118,w167,25,61.86857673,0,Placebo,Female,6,28
1119,s710,25,43.06040875,1,Capomulin,Female,1,23
1120,n304,25,53.97085924,2,Naftisol,Male,9,26
1121,k210,25,54.61397279,0,Ceftamin,Male,15,28
1122,p438,25,54.51057493,0,Ceftamin,Female,11,26
1123,x581,25,51.93528318,3,Ceftamin,Female,19,28
1124,q582,25,51.96821056,2,Placebo,Male,5,30
1125,r604,25,52.93685812,1,Naftisol,Male,7,30
1126,j119,25,42.41716589,1,Capomulin,Female,7,23
1127,l490,25,55.81003359,2,Ceftamin,Male,24,26
1128,q483,25,52.43006649,1,Ceftamin,Male,6,26
1129,a275,25,53.57606417,1,Ceftamin,Female,20,28
1130,a818,25,56.96627332,0,Naftisol,Female,12,28
1131,l733,25,54.95166826,1,Ceftamin,Female,4,30
1132,o287,25,52.06848642,3,Ceftamin,Male,2,28
1133,z969,25,63.14565213,2,Naftisol,Male,9,30
1134,m133,25,54.08243662,2,Naftisol,Female,2,26
1135,t565,25,37.34220976,0,Capomulin,Female,20,17
1136,l509,25,44.00625702,2,Capomulin,Male,17,21
1137,o795,25,65.74177723,4,Placebo,Female,20,26
1138,t724,25,59.82606797,1,Naftisol,Female,2,25
1139,b759,25,55.08363235,0,Ceftamin,Female,12,25
1140,b487,25,56.05774909,1,Ceftamin,Female,6,28
1141,u196,25,46.7053254,1,Ramicane,Male,18,25
1142,r701,25,57.89848998,1,Naftisol,Male,21,25
1143,y478,25,57.82697598,1,Placebo,Female,3,25
1144,x773,25,51.10442109,3,Placebo,Female,21,30
1145,x822,25,54.04133326,2,Ceftamin,Male,3,29
1146,o809,25,52.31817407,1,Infubinol,Male,3,25
1147,i557,25,44.59621854,0,Capomulin,Female,1,24
1148,p136,25,56.28147652,1,Zoniferol,Female,5,28
1149,c559,25,54.55544168,2,Zoniferol,Female,19,28
1150,m269,25,64.89301976,0,Stelasyn,Female,22,28
1151,a788,25,56.7702803,1,Zoniferol,Male,5,30
1152,x401,25,36.61712031,0,Capomulin,Female,16,15
1153,a963,25,52.12980374,0,Stelasyn,Female,23,27
1154,l897,25,45.35467916,0,Capomulin,Male,17,19
1155,s337,25,50.9706889,2,Zoniferol,Male,14,27
1156,b313,25,55.74514628,1,Zoniferol,Male,12,27
1157,j989,25,39.93411249,1,Ramicane,Male,8,19
1158,q511,25,57.25758287,0,Zoniferol,Female,2,28
1159,t451,25,55.52755345,0,Stelasyn,Male,8,29
1160,c302,25,55.07622853,3,Zoniferol,Female,10,29
1161,o926,25,54.76333852,3,Zoniferol,Male,15,29
1162,p981,25,52.5447048,1,Stelasyn,Male,20,29
1163,c264,25,56.96676876,2,Zoniferol,Female,11,27
1164,d251,25,38.09751328,1,Ramicane,Female,8,19
1165,w540,25,52.60026955,2,Stelasyn,Female,8,26
1166,j365,25,51.8103204,1,Zoniferol,Male,24,28
1167,j913,25,37.86066936,0,Ramicane,Female,4,17
1168,a411,25,38.7014384,1,Ramicane,Male,3,22
1169,k894,25,52.32583833,2,Zoniferol,Female,13,29
1170,g296,25,55.6701066,3,Zoniferol,Female,14,29
1171,w914,25,40.29191661,0,Capomulin,Male,24,21
1172,q610,25,40.14645019,0,Ramicane,Female,18,21
1173,w575,25,58.58732169,1,Zoniferol,Female,16,28
1174,h333,25,53.73091434,2,Stelasyn,Male,21,27
1175,m601,25,33.11875607,1,Capomulin,Male,22,17
1176,q633,25,55.6831017,1,Zoniferol,Male,12,25
1177,f234,25,52.17860221,2,Stelasyn,Male,14,28
1178,f545,25,60.25348139,1,Zoniferol,Female,20,26
1179,x402,25,52.43173664,2,Stelasyn,Male,21,28
1180,a401,25,54.20983551,3,Zoniferol,Female,8,25
1181,a492,25,54.70122868,1,Stelasyn,Male,20,25
1182,a444,25,42.29139437,0,Ramicane,Female,10,25
1183,c458,25,37.75314964,2,Ramicane,Female,23,20
1184,z795,25,57.94709984,2,Naftisol,Female,13,29
1185,s185,25,33.94994037,0,Capomulin,Female,3,17
1186,a366,25,59.01172817,0,Stelasyn,Female,16,29
1187,s187,25,56.48521984,1,Propriva,Male,22,25
1188,s565,25,58.55361079,1,Stelasyn,Female,3,29
1189,r921,25,42.65534089,1,Ramicane,Female,5,25
1190,o302,25,60.51710253,0,Placebo,Female,2,29
1191,g570,25,56.8494056,1,Propriva,Male,16,29
1192,j755,25,58.05581822,1,Naftisol,Male,23,27
1193,e213,25,55.22447615,2,Naftisol,Male,8,27
1194,t718,25,55.87658787,3,Placebo,Female,10,30
1195,u364,25,35.50361557,2,Capomulin,Male,18,17
1196,g558,25,55.75408257,2,Propriva,Male,8,29
1197,e584,25,51.38641908,2,Naftisol,Male,9,27
1198,e291,25,55.1389525,2,Naftisol,Female,14,29
1199,a644,25,41.48122408,0,Ramicane,Female,7,17
1200,o562,25,54.74273316,1,Propriva,Female,4,25
1201,r811,25,37.61401068,0,Ramicane,Male,9,19
1202,r107,25,57.70666715,1,Propriva,Female,2,28
1203,p387,25,58.09848946,0,Stelasyn,Male,3,30
1204,i635,25,52.92882323,1,Propriva,Male,21,26
1205,w350,25,52.80591518,1,Propriva,Male,7,26
1206,k403,25,33.46457735,1,Ramicane,Male,21,16
1207,j984,25,57.06435479,1,Stelasyn,Female,2,30
1208,p310,25,55.34183416,2,Propriva,Male,6,26
1209,a897,25,56.41331977,3,Placebo,Male,7,28
1210,a699,25,51.84638147,0,Propriva,Female,5,28
1211,w697,25,57.6103943,3,Stelasyn,Female,14,30
1212,c402,25,58.26988853,2,Stelasyn,Female,1,27
1213,b742,25,38.61768433,0,Capomulin,Male,7,21
1214,k862,25,58.7192973,2,Stelasyn,Female,13,25
1215,t198,25,56.18466399,3,Propriva,Male,22,26
1216,c758,25,43.6022673,1,Ramicane,Male,9,17
1217,c757,25,57.10641821,2,Placebo,Male,9,27
1218,s141,25,53.80437038,1,Propriva,Male,8,25
1219,i901,25,56.575195,0,Stelasyn,Male,23,29
1220,b879,25,56.46998744,2,Stelasyn,Female,4,26
1221,v923,25,40.15641269,1,Capomulin,Female,19,21
1222,y769,25,58.33595901,3,Ceftamin,Female,6,27
1223,g791,25,35.56939935,1,Ramicane,Male,11,16
1224,c282,25,56.29220039,1,Placebo,Male,12,27
1225,s121,25,55.65068132,2,Infubinol,Male,23,26
1226,g107,25,64.66362579,0,Ketapril,Female,2,29
1227,k804,25,55.67480798,1,Infubinol,Female,23,29
1228,w151,25,51.8690587,2,Ceftamin,Male,24,25
1229,d474,25,54.27932462,0,Ketapril,Male,18,27
1230,e227,25,60.60029169,1,Placebo,Male,1,30
1231,m550,25,57.62068237,4,Ketapril,Male,18,28
1232,r554,25,33.89334515,3,Capomulin,Female,8,17
1233,f345,25,53.0788944,0,Infubinol,Male,23,26
1234,c139,25,61.46196976,0,Infubinol,Male,11,28
1235,g288,25,42.36869239,1,Capomulin,Male,3,19
1236,p189,25,62.10895956,3,Ketapril,Male,8,28
1237,g497,25,57.52444611,2,Ketapril,Male,19,28
1238,g316,25,46.80922469,1,Capomulin,Female,22,22
1239,y260,25,54.43756172,4,Ketapril,Female,7,25
1240,c895,25,57.53419288,2,Infubinol,Female,7,29
1241,i334,25,38.24881732,1,Ramicane,Female,8,20
1242,h246,25,59.5488537,1,Ketapril,Male,13,30
1243,k483,25,57.43200731,2,Infubinol,Female,20,30
1244,z578,25,37.41411419,0,Ramicane,Male,11,16
1245,c766,25,58.21462437,3,Placebo,Female,13,26
1246,a577,25,54.38093154,2,Infubinol,Female,6,25
1247,c819,25,51.82835706,1,Ketapril,Male,21,25
1248,q597,25,42.57570709,1,Ramicane,Male,20,25
1249,c832,25,58.89181644,2,Ketapril,Male,18,29
1250,i669,25,53.30318455,2,Placebo,Female,18,27
1251,a685,25,51.93995092,0,Infubinol,Male,8,30
1252,a262,25,60.13186217,2,Placebo,Female,17,29
1253,m650,25,62.2535969,2,Ketapril,Male,15,27
1254,y163,25,56.17638452,1,Infubinol,Female,17,27
1255,n671,25,56.17445785,0,Infubinol,Male,18,25
1256,v289,25,56.72009545,0,Ketapril,Female,3,26
1257,b128,25,43.26214483,1,Capomulin,Female,9,22
1258,m957,25,37.69543154,1,Capomulin,Female,3,19
1259,o973,25,53.17981471,1,Ketapril,Female,11,29
1260,n763,25,53.40587053,2,Placebo,Female,16,25
1261,o331,25,61.10230575,1,Ketapril,Male,24,30
1262,j296,25,55.76714817,3,Ceftamin,Female,24,30
1263,q132,25,52.7804893,4,Infubinol,Female,1,30
1264,w584,25,55.65083791,1,Infubinol,Male,3,29
1265,j246,25,44.55522595,0,Capomulin,Female,21,21
1266,e476,25,57.408638,0,Infubinol,Male,23,26
1267,c580,25,56.28906231,2,Ketapril,Male,22,25
1268,u327,25,56.05963409,0,Ketapril,Male,17,25
1269,i386,25,56.68786392,3,Infubinol,Female,23,29
1270,s152,25,64.11914213,2,Placebo,Female,4,30
1271,w422,25,56.95791715,2,Ketapril,Female,18,26
1272,v603,25,56.07523001,1,Ketapril,Female,22,30
1273,a251,25,57.4146457,1,Infubinol,Female,21,25
1274,l661,25,53.18065678,2,Ceftamin,Male,18,26
1275,k382,25,59.50390392,3,Ketapril,Male,22,29
1276,i738,25,34.97343761,0,Capomulin,Female,23,20
1277,n923,25,56.85546498,2,Ketapril,Male,19,30
1278,e662,25,44.66459432,1,Ramicane,Male,8,24
1279,n364,25,33.20500824,0,Ramicane,Male,4,17
1280,q787,25,52.71318786,2,Placebo,Male,17,27
1281,y793,25,38.9927339,2,Capomulin,Male,17,17
1282,z581,25,54.31640682,2,Infubinol,Female,24,25
1283,s508,25,36.33856894,0,Ramicane,Male,1,17
1284,a203,25,56.79320832,1,Infubinol,Female,20,23
1285,m650,30,64.90188755,3,Ketapril,Male,15,27
1286,n763,30,55.41365961,3,Placebo,Female,16,25
1287,z578,30,37.81593487,0,Ramicane,Male,11,16
1288,c758,30,44.11827028,1,Ramicane,Male,9,17
1289,v923,30,40.75221626,2,Capomulin,Female,19,21
1290,k862,30,60.60543979,3,Stelasyn,Female,13,25
1291,g570,30,60.32871705,1,Propriva,Male,16,29
1292,e584,30,54.98440767,3,Naftisol,Male,9,27
1293,t198,30,56.92497431,3,Propriva,Male,22,26
1294,s141,30,55.84141007,1,Propriva,Male,8,25
1295,c139,30,64.14987077,1,Infubinol,Male,11,28
1296,w422,30,60.09663467,3,Ketapril,Female,18,26
1297,b742,30,39.1679495,0,Capomulin,Male,7,21
1298,i557,30,45.26138381,0,Capomulin,Female,1,24
1299,u364,30,35.9783344,2,Capomulin,Male,18,17
1300,g316,30,44.22147988,2,Capomulin,Female,22,22
1301,r921,30,43.41938077,1,Ramicane,Female,5,25
1302,m550,30,60.85654272,4,Ketapril,Male,18,28
1303,e213,30,56.45872864,3,Naftisol,Male,8,27
1304,a203,30,59.52319728,1,Infubinol,Female,20,23
1305,a644,30,37.21112063,0,Ramicane,Female,7,17
1306,j755,30,60.00720978,1,Naftisol,Male,23,27
1307,r107,30,58.40647256,1,Propriva,Female,2,28
1308,p387,30,63.26924552,0,Stelasyn,Male,3,30
1309,c895,30,60.96971133,2,Infubinol,Female,7,29
1310,r811,30,38.24206639,0,Ramicane,Male,9,19
1311,c580,30,58.04656941,3,Ketapril,Male,22,25
1312,f345,30,54.36379731,1,Infubinol,Male,23,26
1313,o302,30,62.03059364,1,Placebo,Female,2,29
1314,e662,30,45.35023242,1,Ramicane,Male,8,24
1315,b879,30,60.90761481,2,Stelasyn,Female,4,26
1316,s565,30,63.66896678,1,Stelasyn,Female,3,29
1317,t718,30,57.70411372,3,Placebo,Female,10,30
1318,g558,30,58.95282911,3,Propriva,Male,8,29
1319,c757,30,60.09857184,2,Placebo,Male,9,27
1320,i901,30,60.59185755,0,Stelasyn,Male,23,29
1321,i635,30,53.5970382,2,Propriva,Male,21,26
1322,s187,30,60.00878263,2,Propriva,Male,22,25
1323,c402,30,63.74319428,2,Stelasyn,Female,1,27
1324,a699,30,54.37934505,0,Propriva,Female,5,28
1325,c264,30,57.82391556,2,Zoniferol,Female,11,27
1326,p136,30,57.05280546,1,Zoniferol,Female,5,28
1327,g497,30,61.108186,2,Ketapril,Male,19,28
1328,d251,30,38.71825638,2,Ramicane,Female,8,19
1329,r554,30,32.68065459,3,Capomulin,Female,8,17
1330,j365,30,54.40488176,1,Zoniferol,Male,24,28
1331,z581,30,56.28674991,2,Infubinol,Female,24,25
1332,a492,30,56.20104104,1,Stelasyn,Male,20,25
1333,a444,30,42.78627835,0,Ramicane,Female,10,25
1334,q787,30,55.03620625,2,Placebo,Male,17,27
1335,a401,30,55.91016159,3,Zoniferol,Female,8,25
1336,f545,30,65.89398607,1,Zoniferol,Female,20,26
1337,x402,30,54.35158463,3,Stelasyn,Male,21,28
1338,f234,30,56.87381654,2,Stelasyn,Male,14,28
1339,a251,30,59.86124129,1,Infubinol,Female,21,25
1340,q633,30,58.05725257,1,Zoniferol,Male,12,25
1341,c458,30,38.34200823,2,Ramicane,Female,23,20
1342,v603,30,57.99055378,1,Ketapril,Female,22,30
1343,j246,30,38.04408202,1,Capomulin,Female,21,21
1344,w575,30,60.15306524,1,Zoniferol,Female,16,28
1345,w914,30,40.99311013,0,Capomulin,Male,24,21
1346,q610,30,40.66834256,1,Ramicane,Female,18,21
1347,i386,30,59.13364029,3,Infubinol,Female,23,29
1348,m601,30,31.75827491,1,Capomulin,Male,22,17
1349,k894,30,54.40012279,3,Zoniferol,Female,13,29
1350,u327,30,57.31407239,0,Ketapril,Male,17,25
1351,g296,30,57.99770642,3,Zoniferol,Female,14,29
1352,j913,30,34.75724046,0,Ramicane,Female,4,17
1353,q132,30,54.65654872,4,Infubinol,Female,1,30
1354,i334,30,39.00555435,1,Ramicane,Female,8,20
1355,x401,30,32.91529186,0,Capomulin,Female,16,15
1356,o809,30,54.8326288,1,Infubinol,Male,3,25
1357,c559,30,57.14614388,2,Zoniferol,Female,19,28
1358,o331,30,66.33066347,1,Ketapril,Male,24,30
1359,a897,30,59.91693443,3,Placebo,Male,7,28
1360,a577,30,57.03186187,2,Infubinol,Female,6,25
1361,j984,30,61.24050573,1,Stelasyn,Female,2,30
1362,q597,30,43.33916123,1,Ramicane,Male,20,25
1363,k403,30,31.09949753,1,Ramicane,Male,21,16
1364,w350,30,55.87990896,1,Propriva,Male,7,26
1365,c832,30,60.49637579,2,Ketapril,Male,18,29
1366,s185,30,32.95967078,1,Capomulin,Female,3,17
1367,w584,30,58.26844248,1,Infubinol,Male,3,29
1368,y163,30,59.41253724,2,Infubinol,Female,17,27
1369,h333,30,55.45528975,2,Stelasyn,Male,21,27
1370,a262,30,64.95809178,3,Placebo,Female,17,29
1371,w697,30,60.72063591,3,Stelasyn,Female,14,30
1372,p981,30,56.33910432,1,Stelasyn,Male,20,29
1373,c302,30,57.41974389,3,Zoniferol,Female,10,29
1374,t451,30,59.27582268,0,Stelasyn,Male,8,29
1375,k483,30,59.74707708,2,Infubinol,Female,20,30
1376,q511,30,59.3643535,1,Zoniferol,Female,2,28
1377,o973,30,57.76995952,1,Ketapril,Female,11,29
1378,l897,30,39.35279201,1,Capomulin,Male,17,19
1379,j989,30,34.67178107,1,Ramicane,Male,8,19
1380,g288,30,42.87446056,1,Capomulin,Male,3,19
1381,s337,30,52.74771768,3,Zoniferol,Male,14,27
1382,a963,30,53.40166738,1,Stelasyn,Female,23,27
1383,k804,30,59.24061511,2,Infubinol,Female,23,29
1384,d474,30,55.34134157,0,Ketapril,Male,18,27
1385,a788,30,60.41370908,1,Zoniferol,Male,5,30
1386,m269,30,67.71250988,1,Stelasyn,Female,22,28
1387,o926,30,56.91739838,3,Zoniferol,Male,15,29
1388,b128,30,40.60533486,1,Capomulin,Female,9,22
1389,a366,30,63.44068627,1,Stelasyn,Female,16,29
1390,r701,30,60.34181872,1,Naftisol,Male,21,25
1391,m957,30,38.21247939,1,Capomulin,Female,3,19
1392,v295,30,59.33377202,3,Naftisol,Female,2,27
1393,b759,30,55.74282869,1,Ceftamin,Female,12,25
1394,n364,30,33.817758,0,Ramicane,Male,4,17
1395,z969,30,65.84101274,3,Naftisol,Male,9,30
1396,w151,30,56.76715821,2,Ceftamin,Male,24,25
1397,l700,30,56.653215,1,Naftisol,Female,18,27
1398,o287,30,54.50300122,3,Ceftamin,Male,2,28
1399,t724,30,64.2345947,2,Naftisol,Female,2,25
1400,r944,30,41.68079111,1,Capomulin,Male,12,25
1401,x773,30,52.81311518,4,Placebo,Female,21,30
1402,l509,30,44.70805473,2,Capomulin,Male,17,21
1403,a275,30,54.44471317,2,Ceftamin,Female,20,28
1404,g107,30,69.16051982,0,Ketapril,Female,2,29
1405,s508,30,35.47402235,0,Ramicane,Male,1,17
1406,l471,30,58.09360446,1,Ceftamin,Female,7,28
1407,u196,30,47.62281636,2,Ramicane,Male,18,25
1408,p438,30,56.40642173,0,Ceftamin,Female,11,26
1409,j296,30,56.80306121,3,Ceftamin,Female,24,30
1410,n923,30,59.63256052,3,Ketapril,Male,19,30
1411,a411,30,39.13073724,1,Ramicane,Male,3,22
1412,l733,30,56.31906537,1,Ceftamin,Female,4,30
1413,p189,30,67.10453665,4,Ketapril,Male,8,28
1414,n304,30,55.03901985,3,Naftisol,Male,9,26
1415,q582,30,52.6488935,2,Placebo,Male,5,30
1416,g791,30,34.95258284,1,Ramicane,Male,11,16
1417,n671,30,60.16518046,0,Infubinol,Male,18,25
1418,e227,30,62.46438515,2,Placebo,Male,1,30
1419,o795,30,68.21706974,4,Placebo,Female,20,26
1420,r604,30,54.68821536,2,Naftisol,Male,7,30
1421,x581,30,55.49282602,3,Ceftamin,Female,19,28
1422,c819,30,56.0989982,1,Ketapril,Male,21,25
1423,l490,30,57.91838132,3,Ceftamin,Male,24,26
1424,a818,30,60.07237198,0,Naftisol,Female,12,28
1425,c766,30,60.2559245,3,Placebo,Female,13,26
1426,l725,30,66.59954515,3,Naftisol,Female,8,26
1427,q483,30,54.95222585,1,Ceftamin,Male,6,26
1428,t565,30,32.86891617,0,Capomulin,Female,20,17
1429,j119,30,43.01368114,1,Capomulin,Female,7,23
1430,l661,30,55.32909936,2,Ceftamin,Male,18,26
1431,m546,30,37.96993365,0,Ramicane,Male,18,16
1432,x822,30,55.44515483,2,Ceftamin,Male,3,29
1433,k210,30,59.98950976,1,Ceftamin,Male,15,28
1434,w167,30,67.19787186,0,Placebo,Female,6,28
1435,h246,30,63.59960954,1,Ketapril,Male,13,30
1436,s710,30,43.57170323,1,Capomulin,Female,1,23
1437,v991,30,62.74364308,3,Propriva,Female,10,30
1438,b559,30,61.19038663,1,Naftisol,Male,20,26
1439,i738,30,35.57877987,1,Capomulin,Female,23,20
1440,z795,30,59.7896359,2,Naftisol,Female,13,29
1441,c282,30,59.00590207,1,Placebo,Male,12,27
1442,e476,30,57.99279743,1,Infubinol,Male,23,26
1443,k382,30,63.46944155,4,Ketapril,Male,22,29
1444,y769,30,61.07194886,3,Ceftamin,Female,6,27
1445,o562,30,59.65352453,1,Propriva,Female,4,25
1446,i177,30,34.71147302,1,Ramicane,Male,10,18
1447,y478,30,59.37461452,1,Placebo,Female,3,25
1448,y865,30,59.0332753,3,Ceftamin,Male,23,26
1449,a520,30,36.94770981,1,Ramicane,Male,13,21
1450,x264,30,58.15869423,3,Naftisol,Female,21,27
1451,a685,30,55.45385519,1,Infubinol,Male,8,30
1452,y793,30,35.72602314,2,Capomulin,Male,17,17
1453,y260,30,58.58267634,4,Ketapril,Female,7,25
1454,c927,30,60.7539246,2,Propriva,Female,4,26
1455,i334,35,39.7695521,2,Ramicane,Female,8,20
1456,l897,35,37.68276664,1,Capomulin,Male,17,19
1457,o809,35,55.62942846,1,Infubinol,Male,3,25
1458,a520,35,37.62471026,1,Ramicane,Male,13,21
1459,p189,35,67.87377675,4,Ketapril,Male,8,28
1460,k483,35,60.54156159,2,Infubinol,Female,20,30
1461,x822,35,56.79656665,2,Ceftamin,Male,3,29
1462,a963,35,56.81397646,1,Stelasyn,Female,23,27
1463,l725,35,69.12570173,3,Naftisol,Female,8,26
1464,l733,35,57.60079774,1,Ceftamin,Female,4,30
1465,m269,35,68.68991735,1,Stelasyn,Female,22,28
1466,y478,35,61.88802678,1,Placebo,Female,3,25
1467,s185,35,28.32853059,1,Capomulin,Female,3,17
1468,s337,35,54.81081251,3,Zoniferol,Male,14,27
1469,o973,35,60.24221931,1,Ketapril,Female,11,29
1470,d474,35,56.47911257,0,Ketapril,Male,18,27
1471,h246,35,67.2112701,2,Ketapril,Male,13,30
1472,j989,35,35.1155898,1,Ramicane,Male,8,19
1473,k804,35,62.11727887,2,Infubinol,Female,23,29
1474,e227,35,66.94912136,3,Placebo,Male,1,30
1475,w151,35,58.33914095,2,Ceftamin,Male,24,25
1476,q511,35,60.83866059,1,Zoniferol,Female,2,28
1477,l700,35,61.46260354,1,Naftisol,Female,18,27
1478,t451,35,63.75698964,0,Stelasyn,Male,8,29
1479,e662,35,43.22027636,1,Ramicane,Male,8,24
1480,z581,35,58.62839878,3,Infubinol,Female,24,25
1481,c264,35,61.07479506,2,Zoniferol,Female,11,27
1482,w914,35,41.66491577,1,Capomulin,Male,24,21
1483,l661,35,56.47412871,2,Ceftamin,Male,18,26
1484,v603,35,63.18943184,1,Ketapril,Female,22,30
1485,j246,35,38.75326548,1,Capomulin,Female,21,21
